day	num_rats	Status
2010-07-13	3	Pending
2017-09-26	20	Pending
2017-09-26	55	Closed
2010-07-14	3	Pending
2010-07-17	25	Closed
2010-07-15	45	Closed
2010-07-15	6	Pending
2017-09-27	12	Pending
2017-09-27	40	Closed
2010-07-08	8	Pending
2017-09-25	52	Closed
2010-07-09	47	Closed
2010-07-09	3	Pending
2010-07-10	20	Closed
2010-07-10	4	Pending
2010-07-11	27	Closed
2010-07-12	49	Closed
2010-07-12	9	Pending
2010-07-11	1	Pending
2010-07-23	34	Closed
2010-07-24	27	Closed
2010-07-25	19	Closed
2010-07-24	3	Pending
2017-09-29	64	Closed
2010-07-25	2	Pending
2010-07-16	1	Pending
2010-07-17	2	Pending
2010-07-18	24	Closed
2010-07-18	3	Pending
2010-07-19	56	Closed
2010-07-19	8	Pending
2010-07-20	42	Closed
2010-07-20	5	Pending
2017-09-28	45	Closed
2010-07-21	57	Closed
2010-07-22	36	Closed
2010-07-21	4	Pending
2010-07-22	9	Pending
2010-07-28	58	Closed
2010-07-28	7	Pending
2010-07-29	43	Closed
2010-07-29	3	Pending
2010-07-30	41	Closed
2010-07-30	8	Pending
2010-07-31	1	Pending
2010-07-31	15	Closed
2010-08-01	19	Closed
2010-08-01	2	Pending
2010-08-02	58	Closed
2010-08-02	9	Pending
2010-08-03	38	Closed
2010-08-03	6	Pending
2010-08-04	48	Closed
2010-08-04	2	Pending
2010-08-05	6	Pending
2010-07-26	42	Closed
2010-07-26	4	Pending
2010-07-27	54	Closed
2017-09-30	33	Closed
2010-07-27	3	Pending
2017-09-30	12	Pending
2010-08-10	53	Closed
2010-08-10	4	Pending
2010-08-11	46	Closed
2010-08-11	5	Pending
2010-08-12	39	Closed
2010-08-12	5	Pending
2010-08-13	9	Pending
2010-08-13	35	Closed
2010-08-05	35	Closed
2010-08-06	42	Closed
2010-08-06	4	Pending
2010-08-07	14	Closed
2010-08-07	6	Pending
2010-08-08	25	Closed
2010-08-08	4	Pending
2010-08-09	47	Closed
2010-08-09	7	Pending
2010-08-17	56	Closed
2010-08-17	11	Pending
2010-08-18	53	Closed
2010-08-18	5	Pending
2010-08-19	44	Closed
2010-08-19	5	Pending
2010-08-24	38	Closed
2010-08-20	53	Closed
2010-08-20	10	Pending
2010-08-21	25	Closed
2010-08-21	5	Pending
2010-08-22	3	Pending
2010-08-22	16	Closed
2010-08-23	42	Closed
2010-08-23	4	Pending
2010-08-24	4	Pending
2010-08-14	2	Pending
2010-08-14	23	Closed
2010-08-15	13	Closed
2010-08-15	8	Pending
2018-02-11	5	Pending
2018-02-14	7	Pending
2018-02-04	4	Pending
2018-02-04	2	Assigned
2018-02-05	10	Pending
2018-02-05	5	Assigned
2018-02-06	28	Closed
2018-02-06	12	Pending
2018-02-18	8	Closed
2018-02-19	1	Assigned
2018-02-20	2	Assigned
2018-02-21	16	Pending
2018-02-22	7	Pending
2018-02-13	1	Assigned
2018-02-14	1	Assigned
2018-02-16	8	Pending
2018-02-16	31	Closed
2018-05-27	24	Closed
2018-02-17	7	Pending
2018-06-16	4	Closed
2018-06-17	3	Closed
2018-02-23	6	Pending
2018-06-21	3	Closed
2018-06-24	45	Pending
2018-05-23	18	Pending
2018-06-22	1	Closed
2018-06-25	3	Pending
2018-05-27	10	Pending
2018-05-27	3	Assigned
2018-05-28	3	Assigned
2018-05-28	12	Pending
2018-05-24	10	Assigned
2016-08-23	58	Closed
2017-01-28	16	Closed
2017-07-26	64	Closed
2017-08-14	60	Closed
2017-08-22	54	Closed
2017-09-14	61	Closed
2018-05-29	21	Pending
2018-02-12	1	Assigned
2018-05-30	3	Assigned
2018-05-29	12	Assigned
2018-05-30	23	Pending
2018-03-30	1	Assigned
2018-05-31	26	Pending
2018-05-31	12	Assigned
2018-05-08	4	Assigned
2017-10-01	5	Pending
2017-10-12	15	Pending
2017-10-02	2	Assigned
2018-05-26	2	Assigned
2017-10-06	14	Pending
2018-06-02	8	Assigned
2018-06-01	10	Pending
2014-05-15	28	Closed
2014-05-30	41	Closed
2018-06-04	12	Assigned
2018-06-04	18	Pending
2018-06-05	17	Pending
2018-06-06	20	Pending
2018-06-05	22	Assigned
2018-01-04	1	Assigned
2018-06-03	14	Pending
2018-06-06	21	Assigned
2012-07-22	24	Closed
2012-07-22	8	Pending
2012-07-23	47	Closed
2012-07-23	7	Pending
2012-07-24	35	Closed
2012-07-24	6	Pending
2012-07-25	48	Closed
2012-07-26	27	Closed
2012-07-25	7	Pending
2012-07-16	48	Closed
2012-07-16	7	Pending
2012-07-17	27	Closed
2012-07-17	2	Pending
2012-07-18	33	Closed
2012-07-18	9	Pending
2012-07-19	40	Closed
2012-07-19	5	Pending
2012-07-20	25	Closed
2012-07-21	24	Closed
2012-07-21	4	Pending
2012-07-31	44	Closed
2012-07-31	6	Pending
2012-08-01	33	Closed
2012-08-01	1	Pending
2012-08-02	5	Pending
2012-08-02	25	Closed
2012-08-03	42	Closed
2012-08-03	5	Pending
2012-08-04	19	Closed
2012-08-04	3	Pending
2012-07-26	2	Pending
2012-07-27	5	Pending
2012-07-27	25	Closed
2012-07-28	16	Closed
2012-07-29	18	Closed
2012-07-28	3	Pending
2012-07-30	46	Closed
2012-07-29	3	Pending
2012-07-30	9	Pending
2012-08-11	20	Closed
2012-08-11	5	Pending
2012-08-12	3	Pending
2012-08-13	42	Closed
2012-08-12	18	Closed
2012-08-13	5	Pending
2016-05-19	45	Closed
2012-08-14	54	Closed
2012-08-14	5	Pending
2012-08-15	43	Closed
2012-08-05	20	Closed
2012-08-05	3	Pending
2012-08-06	47	Closed
2012-08-07	8	Pending
2012-08-06	5	Pending
2012-08-07	33	Closed
2012-08-08	35	Closed
2012-08-08	2	Pending
2012-08-09	43	Closed
2012-08-09	7	Pending
2012-08-10	37	Closed
2012-08-10	1	Pending
2012-08-22	46	Closed
2012-08-22	7	Pending
2012-08-23	42	Closed
2012-08-23	8	Pending
2012-08-24	50	Closed
2012-08-15	5	Pending
2012-08-16	44	Closed
2012-08-16	5	Pending
2012-08-17	39	Closed
2012-08-18	29	Closed
2012-08-17	6	Pending
2012-08-19	21	Closed
2012-08-18	2	Pending
2012-08-19	5	Pending
2012-08-20	45	Closed
2012-08-20	6	Pending
2012-08-21	57	Closed
2012-08-21	6	Pending
2013-06-24	39	Closed
2012-08-28	43	Closed
2012-08-28	3	Pending
2012-08-29	34	Closed
2012-08-30	42	Closed
2012-08-29	8	Pending
2012-08-30	8	Pending
2012-08-31	31	Closed
2012-08-31	3	Pending
2012-09-01	23	Closed
2012-09-01	2	Pending
2012-09-02	10	Closed
2012-09-02	3	Pending
2012-09-03	19	Closed
2012-09-03	7	Pending
2012-09-04	36	Closed
2012-09-04	5	Pending
2012-08-24	5	Pending
2013-06-25	5	Pending
2012-08-25	23	Closed
2012-08-26	22	Closed
2012-08-25	3	Pending
2016-06-02	43	Closed
2012-08-26	3	Pending
2012-08-27	8	Pending
2012-08-27	41	Closed
2012-09-11	33	Closed
2012-09-12	47	Closed
2012-09-12	5	Pending
2013-07-03	13	Pending
2013-07-03	37	Closed
2012-09-13	42	Closed
2012-09-13	7	Pending
2012-09-14	34	Closed
2012-09-05	4	Pending
2012-09-05	27	Closed
2012-09-06	41	Closed
2012-09-06	5	Pending
2012-09-07	30	Closed
2012-09-08	23	Closed
2012-09-09	37	Closed
2012-09-07	5	Pending
2012-09-09	1	Pending
2012-09-10	39	Closed
2012-09-10	9	Pending
2012-09-11	3	Pending
2012-09-16	17	Closed
2012-09-17	41	Closed
2012-09-16	1	Pending
2012-09-17	9	Pending
2012-09-18	5	Pending
2012-09-18	35	Closed
2012-09-19	28	Closed
2013-07-07	26	Closed
2012-09-19	1	Pending
2012-09-20	36	Closed
2012-09-20	3	Pending
2012-09-21	34	Closed
2012-09-21	8	Pending
2012-09-22	18	Closed
2012-09-22	4	Pending
2012-09-23	24	Closed
2012-09-24	34	Closed
2012-09-23	2	Pending
2012-09-14	2	Pending
2013-07-09	40	Closed
2012-09-15	19	Closed
2012-09-15	2	Pending
2012-09-27	2	Pending
2012-09-27	53	Closed
2012-09-28	30	Closed
2012-09-28	2	Pending
2012-09-29	19	Closed
2012-09-29	1	Pending
2012-09-30	12	Closed
2012-10-01	41	Closed
2012-09-30	6	Pending
2012-10-01	8	Pending
2012-10-02	30	Closed
2012-10-02	2	Pending
2012-10-03	45	Closed
2012-10-03	5	Pending
2012-09-24	8	Pending
2012-09-25	26	Closed
2012-09-26	38	Closed
2012-09-25	6	Pending
2012-09-26	1	Pending
2012-10-04	32	Closed
2012-10-04	6	Pending
2012-10-05	40	Closed
2012-10-06	28	Closed
2012-10-05	2	Pending
2012-10-06	3	Pending
2012-10-08	32	Closed
2012-10-07	16	Closed
2012-10-07	2	Pending
2012-10-08	2	Pending
2012-10-09	7	Pending
2012-10-09	31	Closed
2012-10-10	37	Closed
2012-10-11	25	Closed
2012-10-10	2	Pending
2012-10-11	3	Pending
2012-10-13	15	Closed
2012-10-12	28	Closed
2012-10-18	30	Closed
2012-10-18	5	Pending
2012-10-20	22	Closed
2012-10-19	5	Pending
2012-10-19	22	Closed
2012-10-21	5	Pending
2012-10-21	18	Closed
2012-10-13	4	Pending
2012-10-14	19	Closed
2012-10-14	2	Pending
2012-10-15	35	Closed
2012-10-16	34	Closed
2012-10-15	3	Pending
2012-10-17	35	Closed
2012-10-16	4	Pending
2012-10-17	3	Pending
2012-10-30	4	Closed
2012-10-31	1	Pending
2012-10-22	25	Closed
2012-10-22	3	Pending
2012-10-23	36	Closed
2013-07-26	51	Closed
2012-10-23	5	Pending
2012-10-24	33	Closed
2012-10-24	5	Pending
2012-10-25	36	Closed
2012-10-25	4	Pending
2012-10-26	25	Closed
2012-10-27	12	Closed
2012-10-26	1	Pending
2012-10-27	1	Pending
2012-10-28	1	Pending
2012-10-28	10	Closed
2012-10-29	4	Closed
2012-11-02	13	Closed
2016-07-11	14	Pending
2012-11-03	12	Closed
2012-11-03	5	Pending
2012-11-04	10	Closed
2012-11-05	17	Closed
2013-08-03	2	Assigned
2012-11-06	18	Closed
2012-10-31	4	Closed
2012-11-01	7	Closed
2012-11-01	2	Pending
2016-07-15	16	Assigned
2012-11-02	1	Pending
2012-11-09	22	Closed
2012-11-10	11	Closed
2013-08-10	20	Closed
2012-11-11	12	Closed
2012-11-11	1	Pending
2012-11-12	34	Closed
2012-11-13	2	Pending
2012-11-12	1	Pending
2016-07-18	45	Closed
2012-11-06	1	Pending
2012-11-07	10	Closed
2013-08-14	38	Closed
2016-07-19	15	Assigned
2012-11-07	1	Pending
2012-11-08	9	Closed
2013-08-08	32	Closed
2012-11-09	1	Pending
2012-11-17	17	Closed
2012-11-18	14	Closed
2012-11-19	18	Closed
2012-11-19	3	Pending
2012-11-20	27	Closed
2012-11-13	28	Closed
2012-11-14	28	Closed
2012-11-14	6	Pending
2012-11-15	24	Closed
2012-11-15	1	Pending
2012-11-16	10	Closed
2012-11-16	1	Pending
2012-11-17	1	Pending
2012-11-22	12	Closed
2012-11-21	15	Closed
2012-11-22	2	Pending
2012-11-21	1	Pending
2012-11-23	23	Closed
2012-11-24	17	Closed
2012-11-23	2	Pending
2012-11-24	1	Pending
2012-11-25	7	Closed
2012-11-25	7	Pending
2012-11-26	20	Closed
2012-11-27	16	Closed
2012-11-28	20	Closed
2012-11-26	3	Pending
2012-11-27	7	Pending
2012-11-28	1	Pending
2012-12-05	25	Closed
2012-12-05	4	Pending
2012-12-06	21	Closed
2012-12-06	4	Pending
2012-12-07	18	Closed
2012-11-29	18	Closed
2012-11-29	2	Pending
2012-11-30	23	Closed
2012-11-30	3	Pending
2012-12-01	20	Closed
2012-12-01	3	Pending
2012-12-02	17	Closed
2012-12-02	2	Pending
2012-12-03	27	Closed
2012-12-03	3	Pending
2012-12-04	29	Closed
2012-12-04	1	Pending
2012-12-08	16	Closed
2012-12-07	4	Pending
2012-12-08	5	Pending
2012-12-09	11	Closed
2012-12-10	34	Closed
2012-12-09	2	Pending
2016-08-12	31	Closed
2012-12-10	5	Pending
2012-12-11	22	Closed
2012-12-12	24	Closed
2012-12-11	1	Pending
2012-12-12	4	Pending
2012-12-13	23	Closed
2012-12-13	2	Pending
2012-12-14	16	Closed
2012-12-14	1	Pending
2012-12-22	15	Closed
2012-12-22	2	Pending
2012-12-23	7	Closed
2012-12-24	8	Closed
2012-12-15	15	Closed
2012-12-15	3	Pending
2016-08-18	41	Closed
2012-12-16	7	Closed
2012-12-17	21	Closed
2012-12-17	1	Pending
2012-12-18	20	Closed
2012-12-19	7	Pending
2012-12-18	1	Pending
2012-12-19	23	Closed
2012-12-20	15	Closed
2012-12-20	3	Pending
2012-12-21	17	Closed
2012-12-24	1	Pending
2012-12-25	7	Closed
2012-12-25	1	Pending
2012-12-26	6	Pending
2012-12-26	20	Closed
2012-12-27	30	Closed
2012-12-27	3	Pending
2012-12-28	18	Closed
2012-12-28	4	Pending
2012-12-29	13	Closed
2012-12-28	1	Assigned
2012-12-29	2	Pending
2012-12-30	2	Pending
2012-12-30	4	Closed
2013-01-01	12	Closed
2012-12-31	18	Closed
2013-01-01	1	Pending
2012-12-23	1	Pending
2013-01-03	25	Closed
2013-01-03	6	Pending
2013-01-04	29	Closed
2013-01-05	19	Closed
2013-01-04	4	Pending
2013-01-05	2	Pending
2013-01-06	15	Closed
2013-01-07	29	Closed
2013-01-07	2	Pending
2013-01-08	22	Closed
2013-01-08	1	Pending
2013-01-09	25	Closed
2013-01-09	3	Pending
2013-01-02	29	Closed
2013-01-02	4	Pending
2013-01-18	3	Pending
2013-01-10	26	Closed
2013-01-10	4	Pending
2013-01-11	25	Closed
2013-01-11	3	Pending
2013-01-13	4	Pending
2013-01-13	9	Closed
2013-01-12	5	Closed
2013-01-13	1	Assigned
2013-01-14	25	Closed
2013-01-14	3	Pending
2013-01-15	6	Pending
2013-01-12	2	Pending
2013-01-14	1	Assigned
2013-01-15	21	Closed
2013-01-16	20	Closed
2013-01-16	2	Pending
2013-01-17	26	Closed
2013-01-17	2	Pending
2013-01-18	22	Closed
2013-01-21	17	Closed
2013-01-21	2	Pending
2013-01-22	40	Closed
2013-01-23	16	Closed
2013-01-22	1	Pending
2013-01-23	1	Assigned
2013-01-23	2	Pending
2013-01-24	29	Closed
2013-01-24	1	Pending
2013-01-25	16	Closed
2013-01-19	10	Closed
2013-01-19	1	Pending
2013-01-20	16	Closed
2013-01-20	2	Pending
2013-01-25	7	Pending
2013-01-26	9	Closed
2013-01-26	2	Pending
2013-01-27	15	Closed
2013-01-27	4	Pending
2016-09-20	45	Closed
2013-01-28	20	Closed
2013-01-28	2	Pending
2013-01-29	18	Closed
2013-01-30	20	Closed
2013-01-29	7	Pending
2013-10-21	1	Assigned
2013-01-30	7	Pending
2013-01-31	23	Closed
2013-02-06	15	Closed
2013-02-07	26	Closed
2013-02-06	3	Assigned
2013-02-07	2	Assigned
2013-02-07	6	Pending
2013-01-31	2	Assigned
2013-01-31	1	Pending
2013-02-01	26	Closed
2013-02-01	4	Pending
2013-02-02	2	Pending
2013-02-01	1	Assigned
2013-02-02	5	Closed
2013-02-03	4	Pending
2013-02-03	10	Closed
2013-02-05	19	Closed
2013-02-04	20	Closed
2013-02-04	2	Assigned
2013-02-04	2	Pending
2013-02-05	1	Pending
2013-02-05	1	Assigned
2013-02-15	23	Closed
2013-02-15	2	Pending
2013-02-16	13	Closed
2013-02-08	10	Closed
2013-02-09	2	Pending
2013-02-09	2	Assigned
2013-02-09	4	Closed
2013-02-10	11	Closed
2013-02-10	2	Pending
2013-02-12	27	Closed
2013-02-11	4	Pending
2013-02-13	18	Closed
2013-02-12	3	Pending
2013-02-13	5	Pending
2013-02-14	15	Closed
2013-02-14	4	Pending
2013-02-15	1	Assigned
2013-02-21	4	Pending
2013-02-22	19	Closed
2013-02-23	18	Closed
2013-02-23	1	Pending
2013-02-24	21	Closed
2013-02-24	2	Pending
2013-02-25	30	Closed
2013-02-25	5	Pending
2013-02-18	3	Pending
2013-02-17	14	Closed
2013-02-17	1	Pending
2013-02-18	20	Closed
2013-02-17	1	Assigned
2013-02-19	4	Pending
2013-02-20	29	Closed
2013-02-20	3	Pending
2013-03-02	10	Closed
2013-03-03	10	Closed
2013-03-03	5	Pending
2013-03-04	34	Closed
2013-03-04	5	Pending
2013-03-05	26	Closed
2013-03-05	2	Pending
2013-02-26	27	Closed
2013-02-26	6	Pending
2013-02-27	4	Pending
2013-02-27	22	Closed
2013-02-28	37	Closed
2013-02-28	3	Pending
2013-03-01	26	Closed
2013-03-01	5	Pending
2013-03-02	3	Pending
2013-03-08	13	Closed
2013-03-09	13	Closed
2013-03-10	23	Closed
2013-03-10	2	Pending
2013-03-10	2	Assigned
2013-03-11	3	Pending
2013-03-11	1	Assigned
2013-03-12	31	Closed
2013-03-12	5	Pending
2013-03-13	25	Closed
2013-03-13	6	Assigned
2013-03-13	5	Pending
2013-03-14	24	Closed
2013-03-06	28	Closed
2013-03-06	3	Pending
2013-03-07	21	Closed
2013-03-07	2	Pending
2013-03-07	1	Assigned
2013-03-08	3	Pending
2013-03-20	25	Closed
2013-03-20	10	Pending
2013-03-21	5	Pending
2013-03-21	3	Assigned
2013-03-22	16	Closed
2013-03-22	3	Assigned
2013-03-15	36	Closed
2013-03-16	2	Pending
2013-03-15	4	Pending
2013-03-15	1	Assigned
2013-03-16	21	Closed
2013-03-17	5	Pending
2013-03-16	1	Assigned
2013-03-17	11	Closed
2013-03-18	6	Pending
2013-03-18	25	Closed
2013-03-18	1	Assigned
2013-03-19	34	Closed
2013-03-19	6	Pending
2013-03-28	21	Closed
2013-03-28	9	Assigned
2013-03-31	11	Pending
2013-03-31	11	Closed
2013-04-02	22	Closed
2013-03-30	20	Closed
2013-03-29	17	Closed
2013-04-01	24	Closed
2013-04-01	2	Assigned
2013-04-01	4	Pending
2013-03-29	4	Assigned
2013-03-29	5	Pending
2013-03-30	1	Pending
2013-03-30	2	Assigned
2013-04-02	16	Pending
2013-04-02	2	Assigned
2013-03-22	2	Pending
2013-03-23	4	Pending
2013-03-23	16	Closed
2013-03-23	1	Assigned
2013-03-25	6	Pending
2013-03-24	9	Closed
2013-03-24	2	Pending
2013-03-24	2	Assigned
2013-03-25	19	Closed
2013-03-26	8	Pending
2013-03-25	2	Assigned
2013-03-26	17	Closed
2013-03-26	8	Assigned
2013-03-27	17	Closed
2013-03-27	4	Assigned
2013-03-27	7	Pending
2013-04-06	17	Closed
2013-04-08	46	Closed
2013-04-07	4	Pending
2013-04-07	8	Closed
2013-04-08	13	Pending
2013-04-09	29	Closed
2013-04-10	35	Closed
2013-04-09	10	Pending
2013-04-10	4	Pending
2013-04-11	31	Closed
2013-04-11	3	Pending
2013-04-12	26	Closed
2013-04-03	20	Closed
2013-04-03	7	Pending
2013-04-03	3	Assigned
2013-04-04	19	Closed
2013-04-04	5	Pending
2013-04-05	7	Pending
2013-04-05	30	Closed
2013-04-05	1	Assigned
2013-04-18	30	Closed
2013-04-18	5	Pending
2013-04-19	2	Pending
2013-03-28	1	Pending
2013-04-20	15	Closed
2013-04-21	25	Closed
2013-04-20	1	Pending
2013-04-20	1	Assigned
2013-04-21	3	Pending
2013-04-22	39	Closed
2013-04-12	8	Pending
2013-04-13	30	Closed
2013-04-13	5	Pending
2013-04-14	16	Closed
2013-04-14	2	Pending
2013-04-15	43	Closed
2013-04-15	9	Pending
2013-04-16	36	Closed
2013-04-16	2	Pending
2013-04-17	33	Closed
2013-04-17	3	Pending
2013-04-23	23	Closed
2013-04-22	6	Pending
2013-04-24	37	Closed
2013-04-23	2	Pending
2013-04-24	6	Pending
2013-04-25	34	Closed
2013-04-25	6	Pending
2016-10-11	39	Closed
2013-04-25	1	Assigned
2013-04-26	6	Pending
2013-04-26	21	Closed
2013-04-27	15	Closed
2013-04-27	2	Pending
2013-04-28	1	Assigned
2013-04-29	38	Closed
2013-04-28	15	Closed
2013-04-30	14	Pending
2013-04-29	4	Pending
2013-04-30	40	Closed
2013-05-01	10	Pending
2013-05-01	25	Closed
2016-09-21	70	Closed
2016-09-23	47	Closed
2013-05-06	39	Closed
2013-05-06	3	Pending
2013-05-07	35	Closed
2013-05-07	5	Pending
2016-11-27	22	Closed
2013-05-08	2	Assigned
2013-05-08	38	Closed
2013-05-08	5	Pending
2013-05-09	11	Pending
2013-05-09	46	Closed
2013-05-09	3	Assigned
2016-11-29	29	Closed
2016-11-30	12	Pending
2013-05-10	8	Pending
2013-05-10	34	Closed
2013-05-10	2	Assigned
2013-05-02	9	Pending
2013-05-02	45	Closed
2013-05-03	38	Closed
2013-05-02	1	Assigned
2013-05-03	5	Pending
2016-12-01	37	Closed
2013-05-03	1	Assigned
2013-05-04	15	Closed
2013-05-04	3	Pending
2013-05-05	3	Pending
2013-05-05	15	Closed
2013-05-06	1	Assigned
2016-10-16	12	Pending
2013-05-20	12	Pending
2013-05-20	31	Closed
2013-05-11	15	Closed
2013-05-12	21	Closed
2013-05-11	5	Pending
2013-05-12	5	Pending
2016-10-17	16	Pending
2016-10-17	44	Closed
2016-12-03	21	Closed
2013-05-13	7	Pending
2013-05-13	6	Assigned
2013-05-13	35	Closed
2013-05-14	8	Pending
2013-05-14	5	Assigned
2013-05-15	6	Assigned
2013-05-15	26	Closed
2013-05-15	8	Pending
2013-05-16	13	Pending
2013-05-16	29	Closed
2013-05-16	8	Assigned
2013-05-17	13	Pending
2013-05-18	16	Closed
2013-05-17	29	Closed
2013-05-17	6	Assigned
2013-05-18	6	Pending
2013-05-18	9	Assigned
2013-05-19	8	Pending
2016-12-07	13	Pending
2013-05-19	5	Closed
2016-09-15	43	Closed
2016-09-15	22	Pending
2013-05-28	34	Closed
2013-05-29	33	Closed
2013-05-28	9	Pending
2013-05-29	7	Pending
2013-05-20	6	Assigned
2013-05-21	37	Closed
2013-05-21	8	Assigned
2013-05-21	8	Pending
2013-05-22	30	Closed
2013-05-22	11	Pending
2013-05-23	7	Pending
2013-05-22	1	Assigned
2013-05-23	39	Closed
2013-05-24	21	Closed
2013-05-24	12	Pending
2013-05-25	4	Pending
2013-05-26	15	Closed
2013-05-25	10	Closed
2013-05-26	5	Pending
2013-05-27	6	Pending
2013-06-03	35	Closed
2013-06-03	6	Pending
2013-06-04	45	Closed
2013-06-03	2	Assigned
2013-06-04	12	Pending
2013-06-05	38	Closed
2013-06-05	10	Pending
2013-06-06	46	Closed
2013-06-05	1	Assigned
2013-06-07	22	Closed
2013-06-06	4	Pending
2013-06-06	1	Assigned
2013-06-07	5	Pending
2013-05-31	38	Closed
2013-05-30	5	Pending
2013-05-31	6	Pending
2013-06-01	24	Closed
2013-06-01	3	Pending
2013-06-02	8	Pending
2013-06-02	25	Closed
2013-06-12	38	Closed
2013-06-12	5	Pending
2013-06-13	10	Pending
2013-06-13	28	Closed
2013-06-14	29	Closed
2013-06-14	6	Pending
2018-02-03	1	Pending
2018-04-24	26	Pending
2018-06-02	1	Pending
2018-06-03	4	Assigned
2015-05-08	69	Closed
2015-06-01	14	Pending
2015-07-02	52	Closed
2015-07-28	41	Closed
2015-07-28	20	Assigned
2015-08-30	17	Closed
2015-08-31	7	Pending
2015-09-04	47	Closed
2015-09-09	37	Closed
2015-09-14	5	Assigned
2015-09-25	14	Pending
2015-11-13	27	Closed
2016-02-11	27	Closed
2016-03-30	34	Closed
2016-05-31	16	Assigned
2016-05-31	64	Closed
2016-06-05	33	Closed
2016-07-17	30	Closed
2016-08-16	10	Assigned
2016-09-13	48	Closed
2016-09-16	48	Closed
2016-09-26	42	Closed
2016-11-06	14	Closed
2016-12-17	7	Pending
2016-12-21	22	Closed
2016-12-30	17	Closed
2017-04-12	33	Closed
2017-04-15	13	Pending
2017-05-05	31	Closed
2017-05-14	19	Closed
2017-09-12	50	Closed
2017-05-17	3	Assigned
2013-06-08	24	Closed
2013-06-08	5	Pending
2013-06-15	19	Closed
2013-06-17	14	Pending
2013-06-25	54	Closed
2013-06-26	1	Assigned
2013-07-01	46	Closed
2013-07-05	8	Pending
2013-07-05	24	Closed
2013-07-06	17	Closed
2013-07-08	8	Pending
2013-07-14	19	Closed
2013-07-13	15	Closed
2013-07-15	47	Closed
2013-07-17	7	Pending
2013-07-19	22	Closed
2013-07-31	33	Closed
2013-07-31	4	Pending
2013-07-24	27	Closed
2013-08-01	11	Assigned
2013-08-11	21	Closed
2013-08-14	8	Pending
2013-08-15	41	Closed
2013-08-17	17	Closed
2013-08-18	4	Pending
2013-08-19	12	Pending
2013-08-19	43	Closed
2013-09-01	14	Closed
2013-09-02	22	Closed
2013-09-03	51	Closed
2013-11-07	1	Assigned
2013-11-16	1	Assigned
2013-12-15	1	Assigned
2014-03-06	4	Pending
2014-03-31	1	Assigned
2014-04-10	1	Assigned
2014-04-16	6	Pending
2014-04-16	30	Closed
2014-04-18	35	Closed
2014-04-17	22	Closed
2014-04-20	17	Closed
2014-04-21	33	Closed
2014-04-21	6	Pending
2014-04-23	8	Pending
2014-04-22	30	Closed
2014-04-22	14	Pending
2014-04-24	4	Pending
2014-04-23	1	Assigned
2014-04-25	25	Closed
2014-04-24	1	Assigned
2014-04-25	14	Pending
2014-04-27	15	Closed
2014-04-28	42	Closed
2014-04-27	6	Pending
2014-04-29	10	Pending
2014-04-28	15	Pending
2014-04-29	42	Closed
2014-05-01	42	Closed
2014-05-02	27	Closed
2014-05-05	25	Closed
2014-05-04	27	Closed
2014-05-05	15	Pending
2014-05-04	5	Pending
2014-05-06	28	Closed
2014-05-08	34	Closed
2014-05-07	8	Pending
2014-05-07	31	Closed
2014-05-09	30	Closed
2014-05-11	8	Pending
2014-05-11	18	Closed
2014-05-12	41	Closed
2014-05-12	18	Pending
2014-05-13	35	Closed
2014-05-13	11	Pending
2014-05-14	9	Pending
2014-05-14	29	Closed
2014-05-16	7	Pending
2014-05-16	39	Closed
2014-05-17	17	Closed
2014-05-18	4	Pending
2014-05-17	5	Pending
2014-05-18	20	Closed
2014-05-19	32	Closed
2014-05-19	9	Pending
2014-05-20	28	Closed
2014-05-21	37	Closed
2014-05-22	33	Closed
2014-05-22	6	Pending
2014-05-23	29	Closed
2014-05-24	18	Closed
2014-05-26	19	Closed
2014-05-25	26	Closed
2014-05-26	4	Pending
2014-05-27	51	Closed
2014-05-27	15	Pending
2014-05-28	15	Pending
2014-05-29	48	Closed
2014-05-29	13	Pending
2014-05-30	15	Pending
2014-06-01	19	Closed
2014-06-02	14	Pending
2014-06-02	40	Closed
2014-06-03	45	Closed
2014-06-04	33	Closed
2014-06-05	45	Closed
2014-06-05	27	Pending
2014-06-06	32	Closed
2014-06-07	19	Closed
2014-06-08	22	Closed
2014-06-08	10	Pending
2014-06-09	14	Pending
2014-06-09	32	Closed
2014-06-10	15	Pending
2014-06-10	1	Assigned
2014-06-10	43	Closed
2014-06-11	35	Closed
2014-06-12	26	Closed
2014-06-13	28	Closed
2014-06-15	30	Closed
2014-06-16	15	Pending
2014-06-16	64	Closed
2014-06-17	58	Closed
2014-06-17	12	Pending
2014-06-18	56	Closed
2014-06-18	6	Pending
2014-06-19	35	Closed
2014-06-20	8	Pending
2014-06-20	26	Closed
2014-06-21	24	Closed
2014-06-22	7	Pending
2014-06-23	34	Closed
2014-06-23	12	Pending
2014-06-24	58	Closed
2014-06-24	22	Pending
2014-06-25	29	Closed
2014-06-26	42	Closed
2014-06-25	12	Pending
2014-06-27	47	Closed
2014-06-26	6	Pending
2014-06-27	15	Pending
2014-06-28	16	Closed
2014-06-29	18	Closed
2014-06-30	42	Closed
2014-07-01	45	Closed
2014-06-30	15	Pending
2014-07-01	13	Pending
2014-07-02	36	Closed
2014-07-03	26	Closed
2014-07-04	19	Closed
2014-07-03	3	Assigned
2014-07-03	10	Pending
2014-07-05	16	Closed
2014-07-06	8	Pending
