day	num_rats	Status
2013-11-28	3	Closed
2013-11-27	3	Assigned
2013-11-27	3	Pending
2013-11-20	2	Pending
2013-11-20	1	Assigned
2013-11-21	15	Closed
2013-11-21	8	Pending
2013-11-21	1	Assigned
2013-11-22	16	Closed
2013-11-22	4	Pending
2013-11-23	10	Closed
2013-11-22	1	Assigned
2013-11-23	3	Pending
2013-11-23	1	Assigned
2013-11-24	3	Assigned
2013-11-24	5	Pending
2013-11-24	5	Closed
2013-11-25	8	Closed
2013-11-25	6	Pending
2013-11-25	2	Assigned
2013-11-26	2	Pending
2013-11-29	7	Closed
2013-11-29	3	Assigned
2013-11-29	4	Pending
2013-11-30	3	Pending
2013-11-30	8	Closed
2013-12-01	10	Closed
2013-12-02	13	Closed
2013-12-02	6	Pending
2013-12-02	1	Assigned
2013-12-03	20	Closed
2013-12-03	4	Pending
2013-12-04	14	Closed
2013-12-05	26	Closed
2013-12-04	6	Pending
2013-12-05	2	Pending
2013-12-06	15	Closed
2013-12-06	6	Pending
2013-12-07	11	Closed
2013-11-28	1	Assigned
2013-12-09	18	Closed
2013-12-09	6	Pending
2013-12-08	6	Closed
2013-12-07	2	Pending
2013-12-10	9	Closed
2013-12-10	4	Pending
2013-12-11	14	Closed
2013-12-11	5	Pending
2013-12-12	14	Closed
2013-12-12	6	Pending
2013-12-13	19	Closed
2013-12-13	2	Pending
2012-02-09	16	Closed
2012-02-09	2	Pending
2012-02-02	22	Closed
2012-02-02	2	Pending
2012-02-03	20	Closed
2012-02-10	15	Closed
2012-02-03	3	Pending
2012-02-13	9	Closed
2012-02-13	4	Pending
2012-02-14	18	Closed
2012-02-14	2	Pending
2012-02-15	21	Closed
2012-02-15	4	Pending
2013-02-11	17	Closed
2012-02-16	20	Closed
2012-02-16	1	Pending
2012-02-17	5	Pending
2012-02-17	25	Closed
2012-02-18	7	Closed
2012-02-18	3	Pending
2012-02-19	10	Closed
2012-02-19	3	Pending
2012-02-11	6	Pending
2012-02-11	18	Closed
2012-02-10	3	Pending
2012-02-12	7	Closed
2012-02-12	1	Pending
2012-02-23	16	Closed
2012-02-23	4	Pending
2012-02-24	19	Closed
2012-02-25	12	Closed
2013-02-19	30	Closed
2012-02-25	3	Pending
2012-02-27	25	Closed
2012-02-26	11	Closed
2012-02-27	3	Pending
2012-02-26	1	Pending
2012-02-28	23	Closed
2012-02-28	3	Pending
2013-02-21	24	Closed
2012-02-29	18	Closed
2012-02-20	11	Closed
2012-02-21	6	Pending
2012-02-21	26	Closed
2012-02-22	26	Closed
2012-02-22	3	Pending
2012-02-24	1	Pending
2012-03-03	16	Closed
2012-03-04	13	Closed
2012-03-05	26	Closed
2012-03-04	3	Pending
2012-03-05	4	Pending
2012-03-06	24	Closed
2012-03-07	22	Closed
2012-03-06	3	Pending
2012-03-07	3	Pending
2012-03-08	21	Closed
2012-03-08	3	Pending
2012-03-09	26	Closed
2012-03-09	2	Pending
2012-03-01	27	Closed
2012-02-29	2	Pending
2012-03-01	1	Pending
2012-03-02	12	Closed
2012-03-02	3	Pending
2012-03-03	2	Pending
2012-03-14	37	Closed
2012-03-13	26	Closed
2012-03-14	4	Pending
2012-03-15	6	Pending
2012-03-15	26	Closed
2012-03-16	20	Closed
2012-03-17	6	Pending
2013-03-14	6	Pending
2012-03-16	1	Pending
2012-03-17	20	Closed
2012-03-18	17	Closed
2012-03-18	1	Pending
2012-03-19	38	Closed
2012-03-20	32	Closed
2012-03-19	2	Pending
2012-03-10	6	Closed
2012-03-10	1	Pending
2012-03-11	4	Closed
2012-03-11	2	Pending
2012-03-12	38	Closed
2013-03-11	37	Closed
2012-03-12	5	Pending
2012-03-13	7	Pending
2012-03-21	26	Closed
2012-03-21	6	Pending
2012-03-22	26	Closed
2012-03-22	4	Pending
2012-03-23	32	Closed
2012-03-23	2	Pending
2012-03-24	16	Closed
2016-02-18	23	Closed
2012-03-25	13	Closed
2012-03-24	2	Pending
2012-03-25	5	Pending
2012-03-26	23	Closed
2012-03-26	4	Pending
2012-03-27	23	Closed
2012-03-27	5	Pending
2012-03-28	27	Closed
2012-03-28	3	Pending
2012-03-20	2	Pending
2012-04-05	2	Pending
2012-04-05	26	Closed
2012-04-06	14	Closed
2012-04-06	5	Pending
2012-04-07	2	Pending
2012-04-07	8	Closed
2012-03-29	24	Closed
2012-03-29	4	Pending
2012-03-30	16	Closed
2012-03-30	3	Pending
2012-03-31	12	Closed
2012-03-31	3	Pending
2012-04-01	18	Closed
2012-04-01	11	Pending
2012-04-02	29	Closed
2012-04-02	4	Pending
2012-04-03	25	Closed
2012-04-03	5	Pending
2012-04-04	19	Closed
2012-04-04	5	Pending
2012-04-16	28	Closed
2012-04-15	19	Closed
2012-04-15	2	Pending
2012-04-16	5	Pending
2012-04-17	20	Closed
2012-04-17	3	Pending
2012-04-18	32	Closed
2012-04-18	7	Pending
2012-04-08	4	Pending
2012-04-08	3	Closed
2012-04-09	5	Pending
2012-04-09	15	Closed
2012-04-10	31	Closed
2012-04-10	4	Pending
2012-04-11	23	Closed
2012-04-11	2	Pending
2017-10-18	48	Closed
2012-04-12	27	Closed
2012-04-12	2	Pending
2012-04-13	25	Closed
2012-04-13	5	Pending
2012-04-14	9	Closed
2012-04-14	3	Pending
2012-04-23	27	Closed
2012-04-24	39	Closed
2012-04-23	7	Pending
2012-04-24	3	Pending
2012-04-25	32	Closed
2018-06-07	13	Pending
2012-04-25	5	Pending
2012-04-26	39	Closed
2012-04-26	8	Pending
2012-04-27	34	Closed
2012-04-27	4	Pending
2012-04-19	25	Closed
2012-04-19	7	Pending
2012-04-20	12	Closed
2012-04-20	2	Pending
2012-04-21	16	Closed
2012-04-21	3	Pending
2012-04-22	9	Closed
2012-04-29	14	Closed
2012-04-28	12	Closed
2012-04-28	3	Pending
2012-04-29	3	Pending
2012-04-30	40	Closed
2012-04-30	7	Pending
2012-05-01	25	Closed
2012-05-01	3	Pending
2012-05-02	22	Closed
2012-05-02	5	Pending
2012-05-03	34	Closed
2012-05-03	6	Pending
2012-05-04	24	Closed
2012-05-04	3	Pending
2012-05-05	17	Closed
2012-05-05	2	Pending
2012-05-06	5	Pending
2012-05-06	13	Closed
2012-05-07	41	Closed
2012-05-07	5	Pending
2012-05-08	5	Pending
2012-05-08	33	Closed
2012-05-14	57	Closed
2012-05-14	5	Pending
2013-04-19	34	Closed
2012-05-15	12	Pending
2012-05-15	36	Closed
2012-05-16	34	Closed
2012-05-17	35	Closed
2012-05-16	8	Pending
2012-05-17	10	Pending
2018-04-11	32	Closed
2018-04-10	7	Pending
2018-04-10	3	Assigned
2018-04-11	6	Assigned
2018-04-11	8	Pending
2018-04-12	41	Closed
2018-04-12	15	Pending
2018-01-29	9	Pending
2018-01-29	33	Closed
2018-04-13	41	Closed
2018-04-14	12	Closed
2018-04-13	12	Pending
2018-04-13	6	Assigned
2018-04-14	8	Pending
2018-04-14	5	Assigned
2018-04-15	20	Closed
2018-04-16	25	Closed
2018-04-15	7	Pending
2018-04-16	13	Pending
2018-04-16	11	Assigned
2018-05-01	11	Pending
2018-05-01	37	Closed
2018-05-02	20	Pending
2018-05-02	44	Closed
2018-05-03	48	Closed
2018-06-16	7	Pending
2018-05-02	1	Assigned
2018-05-03	16	Pending
2018-04-20	9	Assigned
2018-04-20	4	Pending
2018-04-21	13	Closed
2018-04-22	7	Assigned
2018-04-22	20	Closed
2018-04-21	5	Pending
2018-04-21	4	Assigned
2018-04-22	4	Pending
2018-04-23	33	Closed
2018-04-23	13	Pending
2018-04-23	15	Assigned
2018-04-24	29	Closed
2018-02-08	28	Closed
2018-02-08	7	Pending
2018-04-25	4	Assigned
2018-04-26	24	Pending
2018-04-26	4	Assigned
2018-04-27	27	Closed
2018-04-27	12	Pending
2018-04-27	4	Assigned
2018-04-29	12	Pending
2018-04-29	26	Closed
2018-04-28	19	Closed
2018-04-29	4	Assigned
2018-05-08	42	Closed
2018-05-09	5	Assigned
2018-05-09	45	Closed
2018-05-08	23	Pending
2018-05-09	13	Pending
2018-05-10	19	Pending
2018-05-10	52	Closed
2018-06-18	32	Assigned
2018-05-10	4	Assigned
2018-05-11	6	Assigned
2018-05-11	17	Pending
2018-05-11	46	Closed
2018-06-18	12	Closed
2018-05-12	1	Assigned
2018-05-13	25	Closed
2018-05-12	4	Pending
2018-05-13	12	Pending
2018-05-13	1	Assigned
2018-05-14	56	Closed
2018-05-14	16	Pending
2018-05-14	4	Assigned
2018-05-15	17	Pending
2018-05-15	55	Closed
2018-05-16	15	Pending
2018-05-15	3	Assigned
2018-05-16	44	Closed
2018-05-04	40	Closed
2018-05-03	2	Assigned
2018-05-04	14	Pending
2018-05-04	2	Assigned
2018-05-05	1	Assigned
2018-05-05	7	Pending
2018-05-06	37	Closed
2018-05-05	20	Closed
2018-05-06	19	Pending
2018-05-07	55	Closed
2018-05-06	1	Assigned
2018-05-07	20	Pending
2018-05-16	1	Assigned
2018-05-17	48	Closed
2018-05-17	26	Pending
2018-05-17	9	Assigned
2018-05-18	7	Assigned
2018-05-18	41	Closed
2018-06-21	39	Assigned
2018-06-21	19	Pending
2018-05-18	19	Pending
2018-05-19	11	Pending
2018-05-19	15	Closed
2018-06-22	11	Pending
2018-05-20	22	Pending
2018-05-20	8	Assigned
2018-05-21	56	Closed
2018-05-21	14	Assigned
2018-05-21	26	Pending
2018-06-22	37	Assigned
2018-05-22	53	Closed
2018-05-22	13	Pending
2018-05-22	13	Assigned
2018-05-23	39	Closed
2018-05-23	10	Assigned
2018-05-26	9	Pending
2018-05-24	27	Closed
2018-05-24	20	Pending
2018-05-25	13	Pending
2018-05-26	23	Closed
2017-10-17	17	Pending
2017-10-18	10	Pending
2017-10-19	1	Assigned
2017-10-19	16	Pending
2018-06-17	8	Pending
2017-08-06	33	Closed
2017-10-26	2	Assigned
2017-10-26	16	Pending
2017-10-27	35	Closed
2017-10-27	1	Assigned
2017-10-28	1	Assigned
2017-10-30	40	Closed
2017-10-29	1	Assigned
2017-10-31	10	Pending
2017-10-20	12	Pending
2017-10-21	2	Assigned
2017-10-22	37	Closed
2017-10-23	43	Closed
2017-10-23	15	Pending
2017-10-24	29	Closed
2017-10-24	1	Assigned
2017-10-24	11	Pending
2017-10-25	57	Closed
2017-10-25	1	Assigned
2017-11-03	2	Assigned
2017-11-05	2	Assigned
2017-11-05	6	Pending
2017-11-06	1	Assigned
2017-11-08	12	Pending
2017-11-10	10	Pending
2017-11-08	1	Assigned
2017-11-10	1	Assigned
2014-04-02	30	Closed
2013-12-20	1	Assigned
2013-12-20	5	Pending
2013-12-20	8	Closed
2013-12-21	10	Closed
2013-12-21	1	Assigned
2013-12-21	1	Pending
2013-12-22	2	Pending
2013-12-22	7	Closed
2013-12-22	3	Assigned
2013-12-14	6	Closed
2013-12-14	1	Pending
2013-12-15	8	Closed
2013-12-15	3	Pending
2013-12-16	12	Closed
2013-12-16	1	Assigned
2013-12-16	1	Pending
2013-12-17	4	Pending
2013-12-17	3	Closed
2013-12-17	1	Assigned
2013-12-18	7	Pending
2013-12-18	21	Closed
2013-12-19	11	Closed
2013-12-18	1	Assigned
2013-12-19	3	Assigned
2013-12-19	6	Pending
2013-12-28	4	Assigned
2013-12-29	10	Closed
2013-12-29	2	Assigned
2013-12-29	1	Pending
2013-12-30	18	Closed
2013-12-30	5	Pending
2013-12-30	3	Assigned
2013-12-31	3	Pending
2013-12-31	9	Closed
2013-12-31	2	Assigned
2013-12-23	16	Closed
2013-12-23	5	Assigned
2013-12-23	1	Pending
2013-12-24	11	Closed
2013-12-24	7	Assigned
2013-12-24	3	Pending
2013-12-25	2	Assigned
2014-04-15	28	Closed
2013-12-25	1	Closed
2013-12-26	7	Pending
2013-12-26	10	Closed
2013-12-26	4	Assigned
2013-12-27	7	Closed
2013-12-27	3	Assigned
2013-12-28	5	Closed
2013-12-27	2	Pending
2014-01-06	15	Closed
2014-01-06	5	Pending
2014-01-07	14	Closed
2014-01-07	2	Pending
2014-01-01	5	Closed
2014-01-02	17	Closed
2014-01-02	2	Assigned
2014-01-03	3	Closed
2014-01-02	1	Pending
2014-01-03	2	Assigned
2014-01-04	7	Closed
2014-01-04	3	Assigned
2014-01-04	2	Pending
2014-01-05	10	Closed
2014-01-05	4	Assigned
2014-04-24	20	Closed
2014-01-13	24	Closed
2014-01-13	3	Pending
2014-01-14	23	Closed
2014-01-15	19	Closed
2014-01-14	1	Pending
2014-01-08	18	Closed
2014-01-09	2	Pending
2014-01-08	3	Pending
2014-01-09	21	Closed
2014-01-10	12	Closed
2014-01-10	2	Pending
2014-01-11	11	Closed
2014-01-11	2	Pending
2014-01-12	14	Closed
2014-01-12	1	Pending
2014-01-17	17	Closed
2014-01-17	3	Pending
2014-01-18	1	Pending
2014-01-18	11	Closed
2014-01-19	10	Closed
2014-01-19	3	Pending
2014-01-20	11	Closed
2014-01-20	3	Pending
2014-01-21	10	Closed
2014-01-21	2	Pending
2014-01-22	11	Closed
2014-01-23	13	Closed
2014-01-15	2	Pending
2014-01-16	18	Closed
2014-01-16	4	Pending
2014-01-16	4	Assigned
2014-01-17	2	Assigned
2014-01-27	27	Closed
2014-01-27	4	Pending
2014-01-22	1	Assigned
2014-01-23	3	Pending
2014-01-25	16	Closed
2014-01-24	4	Pending
2014-01-24	5	Closed
2014-01-24	1	Assigned
2014-01-26	10	Closed
2014-01-26	2	Pending
2014-01-28	14	Closed
2014-01-29	1	Pending
2014-01-28	3	Pending
2014-01-29	19	Closed
2014-01-29	1	Assigned
2014-01-31	15	Closed
2014-01-30	14	Closed
2014-01-30	4	Assigned
2014-01-31	1	Assigned
2014-01-31	3	Pending
2014-02-01	14	Closed
2014-02-01	3	Pending
2014-02-02	3	Pending
2014-02-02	10	Closed
2014-02-03	9	Closed
2014-02-03	5	Pending
2014-02-05	6	Pending
2014-02-04	5	Pending
2014-02-04	8	Closed
2014-02-05	22	Closed
2014-02-11	14	Closed
2014-02-11	3	Pending
2014-02-11	2	Assigned
2014-02-12	20	Closed
2014-02-12	4	Pending
2014-02-13	1	Pending
2014-02-13	10	Closed
2014-02-14	8	Closed
2014-02-14	2	Pending
2014-02-15	7	Closed
2014-02-15	3	Pending
2014-02-16	4	Closed
2014-02-15	1	Assigned
2014-02-16	2	Pending
2014-02-17	13	Closed
2014-02-06	12	Closed
2014-02-06	1	Pending
2014-02-07	16	Closed
2014-02-07	4	Pending
2014-02-08	2	Assigned
2014-02-08	6	Closed
2014-02-08	1	Pending
2014-02-09	15	Closed
2014-02-09	3	Pending
2014-02-10	17	Closed
2014-02-09	1	Assigned
2014-02-10	1	Assigned
2014-02-20	6	Pending
2014-02-20	19	Closed
2014-02-20	2	Assigned
2014-02-21	21	Closed
2014-02-22	20	Closed
2014-02-22	3	Pending
2014-02-23	23	Closed
2014-02-22	1	Assigned
2014-02-23	4	Pending
2014-02-24	26	Closed
2014-02-24	8	Pending
2014-02-24	1	Assigned
2014-02-25	26	Closed
2014-02-25	8	Pending
2014-02-25	2	Assigned
2014-02-26	21	Closed
2014-02-26	1	Assigned
2014-02-26	5	Pending
2014-02-27	2	Assigned
2014-02-27	8	Closed
2014-02-27	2	Pending
2014-05-28	57	Closed
2014-02-17	1	Assigned
2014-02-18	18	Closed
2014-02-18	3	Pending
2014-02-19	32	Closed
2014-02-19	3	Pending
2014-02-19	1	Assigned
2014-02-28	3	Pending
2014-02-28	12	Closed
2014-03-01	12	Closed
2014-02-28	1	Assigned
2014-03-01	3	Assigned
2014-03-01	1	Pending
2014-03-02	15	Closed
2014-03-02	2	Pending
2014-03-03	8	Pending
2014-03-03	22	Closed
2014-03-03	1	Assigned
2014-03-04	21	Closed
2014-03-04	3	Pending
2014-03-05	25	Closed
2014-03-05	1	Assigned
2014-03-05	3	Pending
2014-03-06	21	Closed
2014-03-07	18	Closed
2014-03-08	20	Closed
2014-03-07	3	Pending
2014-03-08	2	Pending
2014-03-09	21	Closed
2014-03-10	40	Closed
2014-03-09	1	Pending
2014-03-10	4	Pending
2014-03-11	26	Closed
2014-03-11	4	Pending
2014-03-17	34	Closed
2014-03-17	2	Pending
2014-03-18	30	Closed
2014-03-18	2	Pending
2014-03-18	1	Assigned
2014-03-19	4	Pending
2014-03-19	20	Closed
2014-03-12	24	Closed
2014-03-12	7	Pending
2014-03-13	21	Closed
2014-03-14	15	Closed
2014-03-13	6	Pending
2014-03-14	5	Pending
2014-03-15	12	Closed
2014-03-16	14	Closed
2014-03-16	2	Pending
2014-03-20	30	Closed
2014-03-20	3	Pending
2014-03-21	22	Closed
2014-03-21	2	Pending
2014-03-22	20	Closed
2014-03-22	4	Pending
2014-03-23	9	Closed
2014-03-24	30	Closed
2014-03-25	22	Closed
2014-03-24	3	Pending
2014-03-25	6	Pending
2014-03-26	28	Closed
2014-03-26	6	Pending
2014-03-26	1	Assigned
2014-03-27	6	Pending
2014-03-27	12	Closed
2014-03-28	25	Closed
2014-03-28	6	Pending
2014-03-29	13	Closed
2014-03-29	4	Pending
2014-03-30	12	Closed
2014-03-30	1	Pending
2014-03-31	28	Closed
2014-03-31	7	Pending
2014-04-01	6	Pending
2014-04-01	26	Closed
2014-04-03	32	Closed
2014-04-03	5	Pending
2014-04-03	1	Assigned
2014-04-05	7	Pending
2014-04-04	29	Closed
2014-04-05	19	Closed
2014-04-04	7	Pending
2014-04-06	18	Closed
2014-04-06	1	Pending
2014-04-07	31	Closed
2014-04-07	7	Pending
2014-04-08	4	Pending
2014-04-08	30	Closed
2014-04-09	36	Closed
2014-04-09	13	Pending
2014-04-09	1	Assigned
2014-04-10	20	Closed
2014-04-10	7	Pending
2014-04-11	29	Closed
2014-04-11	4	Pending
2014-04-12	3	Pending
2014-04-12	15	Closed
2014-04-13	5	Pending
2014-04-13	16	Closed
2014-04-14	32	Closed
2014-04-14	7	Pending
2014-04-15	6	Pending
2010-04-20	36	Pending
2010-04-21	54	Pending
2010-04-15	28	Pending
2010-04-28	30	Pending
2010-04-29	27	Pending
2010-04-30	26	Pending
2010-04-22	29	Pending
2010-04-23	36	Pending
2010-04-24	18	Pending
2010-04-25	11	Pending
2010-04-26	36	Pending
2010-04-27	35	Pending
2010-05-05	49	Pending
2017-09-07	43	Closed
2017-09-07	11	Pending
2010-05-06	40	Pending
2010-05-07	27	Pending
2010-05-08	19	Pending
2010-05-10	38	Pending
2010-05-09	16	Pending
2010-05-01	15	Pending
2010-05-02	18	Pending
2010-05-03	50	Pending
2010-05-04	39	Pending
2010-05-17	63	Pending
2010-05-18	46	Pending
2010-05-11	47	Pending
2010-05-12	31	Pending
2017-09-11	21	Pending
2010-05-13	34	Pending
2010-05-14	27	Pending
2017-09-11	52	Closed
2010-05-15	24	Pending
2010-05-16	22	Pending
2010-05-24	52	Pending
2010-05-25	66	Pending
2010-05-26	40	Pending
2013-03-21	17	Closed
2010-05-27	42	Pending
2010-05-28	35	Pending
2010-05-19	50	Pending
2010-05-20	44	Pending
2010-05-21	34	Pending
2010-05-22	30	Pending
2010-05-23	27	Pending
2017-09-13	48	Closed
2017-09-13	15	Pending
2010-06-05	26	Pending
2010-06-06	24	Pending
2010-06-07	49	Pending
2010-06-08	52	Pending
2010-05-29	18	Pending
2010-05-30	10	Pending
2010-05-31	13	Pending
2010-06-01	50	Pending
2010-06-02	32	Pending
2017-09-15	48	Closed
2010-06-03	33	Pending
2010-06-04	37	Pending
2010-06-12	15	Pending
2010-06-13	18	Pending
2010-06-14	63	Pending
2010-06-15	53	Pending
2010-06-16	48	Pending
2017-09-18	22	Pending
2010-06-17	46	Pending
2010-06-18	36	Pending
2010-06-09	33	Pending
2017-09-18	3	Assigned
2010-06-10	39	Pending
2010-06-11	41	Pending
2017-09-16	39	Closed
2010-06-21	40	Pending
2010-06-22	59	Pending
2017-09-19	54	Closed
2010-06-23	46	Pending
2010-06-24	39	Pending
2010-06-25	34	Pending
2010-06-26	30	Pending
2010-06-27	32	Pending
2013-08-27	38	Closed
2010-06-19	22	Pending
2010-06-20	15	Pending
2017-11-01	1	Assigned
2017-11-12	3	Assigned
2017-11-13	3	Assigned
2017-11-15	1	Assigned
2017-11-17	8	Pending
2017-11-16	1	Assigned
2017-11-12	4	Pending
2018-04-28	3	Assigned
2017-11-20	30	Closed
2017-11-20	2	Assigned
2017-11-21	3	Assigned
2017-11-21	8	Pending
2018-06-20	7	Closed
2017-11-23	1	Assigned
2017-11-24	5	Pending
2017-11-25	6	Pending
2017-11-26	2	Assigned
2017-11-17	2	Assigned
2017-11-18	4	Pending
2017-11-19	6	Pending
2017-12-09	3	Pending
2017-12-09	10	Closed
2017-12-09	1	Assigned
2017-11-27	2	Assigned
2017-11-29	15	Pending
2017-11-29	2	Assigned
2017-11-30	4	Assigned
2017-12-02	1	Assigned
2017-12-05	13	Pending
2017-12-06	6	Pending
2017-12-06	3	Assigned
2017-12-07	11	Pending
2017-12-07	6	Assigned
2017-12-08	5	Assigned
2017-10-06	49	Closed
2017-12-13	7	Pending
2017-12-14	4	Assigned
2017-12-14	9	Pending
2017-12-14	9	Closed
2017-12-15	12	Closed
2017-12-15	4	Assigned
2017-12-16	16	Closed
2017-12-16	7	Assigned
2017-12-16	7	Pending
2017-12-17	4	Pending
2017-12-17	5	Assigned
2017-12-10	14	Closed
2017-12-10	3	Pending
2017-12-10	4	Assigned
2017-12-11	3	Assigned
2017-10-03	37	Closed
2017-10-04	15	Pending
2017-12-12	16	Closed
2017-12-12	3	Assigned
2017-10-05	4	Assigned
2017-10-05	6	Pending
2017-12-13	3	Assigned
2017-12-18	11	Pending
2017-12-18	3	Assigned
2017-12-19	1	Assigned
2017-12-21	7	Pending
2017-12-22	2	Assigned
2017-12-20	1	Assigned
2017-12-23	1	Assigned
2017-10-10	12	Pending
2017-12-24	5	Pending
2017-12-25	12	Closed
2017-12-25	5	Pending
2017-12-24	1	Assigned
2017-12-25	1	Assigned
2017-10-10	61	Closed
2017-12-26	4	Assigned
2017-10-12	56	Closed
2017-10-11	61	Closed
2017-12-26	4	Pending
2017-12-27	3	Assigned
2017-10-13	9	Pending
2017-10-13	1	Assigned
2017-12-31	6	Closed
2018-01-01	10	Closed
2018-01-01	3	Pending
2018-01-01	2	Assigned
2018-01-02	2	Assigned
2018-01-03	7	Assigned
2017-12-28	5	Pending
2017-12-28	3	Assigned
2017-12-29	5	Pending
2017-12-29	2	Assigned
2018-01-07	7	Pending
2018-01-09	4	Pending
2018-01-09	19	Closed
2018-01-04	4	Pending
2018-06-23	49	Pending
2018-01-04	9	Closed
2018-01-05	13	Closed
2018-01-05	3	Pending
2018-01-05	2	Assigned
2018-01-06	12	Closed
2018-01-07	1	Assigned
2018-01-09	3	Assigned
2018-01-10	5	Pending
2018-01-10	18	Closed
2018-01-11	33	Closed
2018-01-11	5	Pending
2018-01-11	7	Assigned
2018-01-13	3	Pending
2018-01-14	5	Pending
2018-01-14	3	Assigned
2018-01-14	19	Closed
2018-01-15	2	Assigned
2018-01-15	2	Pending
2018-01-08	2	Assigned
2018-01-17	4	Pending
2018-01-18	19	Closed
2018-01-18	7	Pending
2018-01-18	2	Assigned
2018-01-19	3	Assigned
2018-01-19	7	Pending
2018-01-20	8	Pending
2018-01-20	2	Assigned
2018-01-21	6	Assigned
2018-01-21	6	Pending
2018-01-22	18	Pending
2018-01-23	13	Pending
2018-01-23	22	Closed
2018-01-23	3	Assigned
2018-01-16	7	Pending
2018-01-17	1	Assigned
2018-02-02	5	Pending
2018-01-25	10	Pending
2018-01-24	1	Assigned
2018-01-27	23	Closed
2018-01-26	1	Assigned
2018-01-27	8	Pending
2018-01-28	8	Pending
2018-01-29	1	Assigned
2018-01-30	11	Pending
2018-01-31	10	Pending
2018-02-07	2	Assigned
2018-02-09	6	Pending
2012-05-18	5	Pending
2012-05-09	7	Pending
2012-05-09	39	Closed
2012-05-10	32	Closed
2012-05-11	34	Closed
2012-05-10	4	Pending
2012-05-11	7	Pending
2012-05-12	2	Pending
2012-05-12	11	Closed
2012-05-13	8	Closed
2012-05-13	6	Pending
2012-05-23	10	Pending
2012-05-23	46	Closed
2012-05-24	40	Closed
2012-05-24	4	Pending
2012-05-25	7	Pending
2012-05-25	37	Closed
2012-05-26	23	Closed
2016-03-28	16	Pending
2012-05-26	3	Pending
2012-05-28	18	Closed
2012-05-27	14	Closed
2012-05-28	3	Pending
2012-05-18	28	Closed
2012-05-19	16	Closed
2012-05-20	14	Closed
2012-05-19	8	Pending
2012-05-20	3	Pending
2012-05-21	31	Closed
2012-05-21	6	Pending
2012-05-22	9	Pending
2012-05-22	41	Closed
2012-06-04	11	Pending
2012-06-04	60	Closed
2012-06-05	43	Closed
2012-06-05	5	Pending
2012-06-06	8	Pending
2012-06-06	27	Closed
2012-06-07	32	Closed
2012-05-29	46	Closed
2012-05-29	8	Pending
2012-05-30	56	Closed
2013-05-14	26	Closed
2012-05-30	7	Pending
2012-05-31	62	Closed
2012-05-31	8	Pending
2016-04-05	9	Pending
2012-06-01	46	Closed
2012-06-02	12	Closed
2012-06-02	3	Pending
2012-06-01	6	Pending
2012-06-11	50	Closed
2012-06-11	11	Pending
2012-06-12	40	Closed
2012-06-12	8	Pending
2012-06-13	36	Closed
2012-06-13	6	Pending
2012-06-14	48	Closed
2012-06-15	37	Closed
2012-06-14	3	Pending
2012-06-15	9	Pending
2012-06-16	14	Closed
2012-06-16	3	Pending
2012-06-17	2	Pending
2012-06-07	10	Pending
2012-06-08	31	Closed
2012-06-17	18	Closed
2012-06-08	10	Pending
2012-06-09	21	Closed
2012-06-09	2	Pending
2012-06-10	3	Pending
2012-06-10	21	Closed
2016-04-13	37	Closed
2012-06-26	27	Closed
2012-06-26	3	Pending
2012-06-27	25	Closed
2012-06-18	34	Closed
2012-06-18	5	Pending
2012-06-19	40	Closed
2016-04-15	35	Closed
2012-06-19	2	Pending
2012-06-20	38	Closed
2012-06-20	4	Pending
2012-06-21	29	Closed
2012-06-21	4	Pending
2012-06-22	30	Closed
2012-06-22	4	Pending
2012-06-23	24	Closed
2012-06-23	3	Pending
2012-06-24	2	Pending
2012-06-24	24	Closed
2012-06-25	41	Closed
2012-06-25	5	Pending
2012-06-28	37	Closed
2012-06-29	2	Pending
2012-06-28	6	Pending
2013-05-27	14	Closed
2012-06-29	23	Closed
2012-06-30	23	Closed
2012-06-30	4	Pending
2012-07-01	2	Pending
2012-07-01	23	Closed
2012-07-02	50	Closed
2012-07-02	1	Assigned
2012-07-02	7	Pending
2012-07-03	32	Closed
2012-07-03	5	Pending
2012-07-04	17	Closed
2012-07-04	2	Pending
2012-07-05	31	Closed
2012-07-06	39	Closed
2012-07-05	5	Pending
2012-06-27	1	Pending
2012-07-11	7	Pending
2012-07-11	41	Closed
2012-07-12	50	Closed
2012-07-13	49	Closed
2012-07-12	3	Pending
2012-07-13	1	Pending
2012-07-14	27	Closed
2012-07-15	1	Assigned
2012-07-14	1	Pending
2012-07-15	22	Closed
2012-07-15	4	Pending
2012-07-07	17	Closed
2012-07-06	1	Pending
2012-07-07	4	Pending
2013-05-30	33	Closed
2012-07-08	25	Closed
2012-07-08	3	Pending
2012-07-09	32	Closed
2012-07-09	3	Pending
2012-07-10	54	Closed
2016-05-02	72	Closed
2012-07-10	8	Pending
2010-06-30	47	Pending
2010-07-01	41	Closed
2010-07-01	1	Pending
2010-07-02	31	Closed
2010-07-02	5	Pending
2010-07-03	17	Closed
2010-07-03	2	Pending
2010-07-04	2	Pending
2010-07-04	11	Closed
2010-07-05	3	Pending
2010-07-05	16	Closed
2010-07-06	38	Closed
2010-07-06	6	Pending
2017-09-24	30	Closed
2010-07-07	38	Closed
2010-07-07	11	Pending
2010-07-08	60	Closed
2010-06-28	52	Pending
2010-06-29	50	Pending
2017-09-21	15	Pending
2010-07-16	48	Closed
2010-07-13	52	Closed
2010-07-14	46	Closed
